name,code,phase,section,subsection,unit,price
Монтаж кабеля основного ввода за потолочным пространством,2–847,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,145.00
"Монтаж кабеля питания ВВГнГ 3х2,5",2–848,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,50.00
Монтаж кабеля по существующим конструкциям,2–849,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,310.00
Монтаж кабеля ППГнг(A)-HF 3x1.5,2–850,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,40.00
Монтаж кабеля ППГнг(A)-HF 3x2.5,2–851,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,45.00
"Монтаж кабеля сечение 1,5 мм2 в трубе гофрированной",2–852,Этап №2,Электромонтаж: Монтаж кабельных систем,Электрические сети,м.п.,115.00
"Монтаж кабеля силового без гофры 3х1,5-2,5 (лоток, кабель-канал и т.п.)",2–853,Этап №2,Электромонтаж: Монтаж кабельных систем,Электрические сети,м.п.,25.00
"Монтаж кабеля силового без гофры 5х1,5-2,5",2–854,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,55.00
Монтаж кабеля силового в гофре,2–855,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,75.00
"Монтаж кабеля силового в гофре (3х1,5-5х2,5)",2–856,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,60.00
"Монтаж кабеля силового в гофре (3х1,5, 3х2,5, 5х1,5, 5х4)",2–857,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,60.00
Монтаж кабеля силового в гофре (5х35),2–858,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,185.00
Монтаж кабеля силового в гофре (5х4-5х6),2–859,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,110.00
Монтаж кабеля силового в гофре (5х6),2–860,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,70.00
Монтаж кабеля силового в гофре (6-16мм2),2–861,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,75.00
Монтаж кабеля силового в гофре (до 6 мм2),2–862,Этап №2,Электромонтаж: Трассировка кабеля,Электрические сети,м.п.,60.00
