Код;Наименование;Ед изм;Базовая цена;Фаза;Раздел;Подраздел
5–141;Обработка стен и пола гидроизоляцией;м2;125.00;Этап №5;Стены: плитка;Стены
5–142;Укладка бордюра из керамической плитки;м.п.;375.00;Этап №5;Стены: плитка;Стены
5–143;Укладка бордюра из керамогранита;м.п.;375.00;Этап №5;Стены: плитка;Стены
5–144;Укладка бордюра из клинкерной плитки;м.п.;375.00;Этап №5;Стены: плитка;Стены
5–145;Укладка бордюрной плитки;м.п.;375.00;Этап №5;Стены: плитка;Стены
5–146;Укладка декоративной плитки (под камень и т.д.);м2;2050.00;Этап №5;Стены: плитка;Стены
5–147;Укладка керамической плитки / кафеля;м2;925.00;Этап №5;Стены: плитка;Стены
5–148;Укладка керамической плитки / кафеля по диагонали на стены;м2;1050.00;Этап №5;Стены: плитка;Стены
5–149;Укладка керамической плитки с подрезкой и затиркой швов;м2;925.00;Этап №5;Стены: плитка;Стены
5–150;Укладка керамогранита (фартук) с затиркой швов и высверливанием отверстий в плитке;м2;1575.00;Этап №5;Стены: плитка;Стены
5–151;Укладка керамогранита на стены;м2;925.00;Этап №5;Стены: плитка;Стены
5–152;Укладка керамогранита на стены (под 45 гр.);м2;1050.00;Этап №5;Стены: плитка;Стены
5–153;Укладка керамогранита по диагонали на стены;м2;1050.00;Этап №5;Стены: плитка;Стены
5–154;Укладка керамогранита с затиркой швов;м2;925.00;Этап №5;Стены: плитка;Стены
5–155;Укладка клинкера с затиркой;м2;1410.00;Этап №5;Стены: плитка;Стены
5–156;Укладка клинкерного камня;м2;1155.00;Этап №5;Стены: плитка;Стены
5–157;Укладка клинкерной плитки по диагонали на стены;м2;1920.00;Этап №5;Стены: плитка;Стены
5–158;Укладка ламината на стенах;м2;795.00;Этап №5;Стены: плитка;Стены
5–159;Укладка настенного керамогранита до 60х60 с затиркой;м2;925.00;Этап №5;Стены: плитка;Стены
5–160;Укладка настенного керамогранита свыше 60х60;м2;1255.00;Этап №5;Стены: плитка;Стены
5–161;Укладка настенной керамической плитки;м2;925.00;Этап №5;Стены: плитка;Стены
5–162;Укладка настенной керамической плитки до 60х60;м2;925.00;Этап №5;Стены: плитка;Стены
5–163;Укладка настенной плитки (мелкоформатная);м2;1310.00;Этап №5;Стены: плитка;Стены
5–164;Укладка настенной плитки на клей (размером от 0,08 до 0,36 м2) без подбора;м2;925.00;Этап №5;Стены: плитка;Стены
5–165;Укладка плитки на стены;м2;925.00;Этап №5;Стены: плитка;Стены
5–166;Укладка плитки на стены по диагонали;м2;1050.00;Этап №5;Стены: плитка;Стены
5–167;Укладка плитки на стены с затиркой швов;м2;925.00;Этап №5;Стены: плитка;Стены
5–168;Укладка плитки настенной;м2;925.00;Этап №5;Стены: плитка;Стены
5–169;Укладка плитки настенной (размером от 0,022 до 0,08 м2);м2;1310.00;Этап №5;Стены: плитка;Стены
